,Value,Anomaly,year,Month,county
1400,0.23,-0.4,2011,September,Lassen
1401,1.16,-0.13,2011,October,Lassen
1402,0.91,-1.34,2011,November,Lassen
1403,0.21,-2.79,2011,December,Lassen
1404,2.6,-0.73,2012,January,Lassen
1405,1.14,-1.66,2012,February,Lassen
1406,3.62,1.18,2012,March,Lassen
1407,2.25,0.74,2012,April,Lassen
1408,0.54,-0.95,2012,May,Lassen
1409,0.79,-0.25,2012,June,Lassen
1410,0.16,-0.15,2012,July,Lassen
1411,0.05,-0.25,2012,August,Lassen
1412,0.03,-0.6,2012,September,Lassen
1413,0.95,-0.34,2012,October,Lassen
1414,3.77,1.52,2012,November,Lassen
1415,5.74,2.74,2012,December,Lassen
1416,1.03,-2.3,2013,January,Lassen
1417,0.3,-2.5,2013,February,Lassen
1418,0.69,-1.75,2013,March,Lassen
1419,0.92,-0.59,2013,April,Lassen
1420,1.33,-0.16,2013,May,Lassen
1421,1.06,0.02,2013,June,Lassen
1422,0.58,0.27,2013,July,Lassen
1423,0.67,0.37,2013,August,Lassen
1424,0.52,-0.11,2013,September,Lassen
1425,0.41,-0.88,2013,October,Lassen
1426,0.81,-1.44,2013,November,Lassen
1427,0.23,-2.77,2013,December,Lassen
1428,0.75,-2.58,2014,January,Lassen
1429,3.08,0.28,2014,February,Lassen
1430,3.64,1.2,2014,March,Lassen
1431,1.32,-0.19,2014,April,Lassen
1432,1.04,-0.45,2014,May,Lassen
1433,0.22,-0.82,2014,June,Lassen
1434,0.27,-0.04,2014,July,Lassen
1435,0.8,0.5,2014,August,Lassen
1436,0.52,-0.11,2014,September,Lassen
1437,1.11,-0.18,2014,October,Lassen
1438,1.97,-0.28,2014,November,Lassen
1439,5.58,2.58,2014,December,Lassen
1440,0.13,-3.2,2015,January,Lassen
1441,2.57,-0.23,2015,February,Lassen
1442,0.57,-1.87,2015,March,Lassen
1443,0.91,-0.6,2015,April,Lassen
1444,2.72,1.23,2015,May,Lassen
1445,0.74,-0.3,2015,June,Lassen
1446,1.36,1.05,2015,July,Lassen
1447,0.05,-0.25,2015,August,Lassen
1448,0.31,-0.32,2015,September,Lassen
1449,1.08,-0.21,2015,October,Lassen
1450,2.23,-0.02,2015,November,Lassen
1451,4.56,1.56,2015,December,Lassen
1452,5.09,1.76,2016,January,Lassen
1453,1.07,-1.73,2016,February,Lassen
1454,3.62,1.18,2016,March,Lassen
1455,1.79,0.28,2016,April,Lassen
1456,2.05,0.56,2016,May,Lassen
1457,0.56,-0.48,2016,June,Lassen
1458,0.02,-0.29,2016,July,Lassen
1459,0.04,-0.26,2016,August,Lassen
1460,0.04,-0.59,2016,September,Lassen
1461,3.71,2.42,2016,October,Lassen
1462,1.56,-0.69,2016,November,Lassen
1463,4.08,1.08,2016,December,Lassen
1464,7.83,4.5,2017,January,Lassen
1465,7.03,4.23,2017,February,Lassen
1466,2.41,-0.03,2017,March,Lassen
1467,3.78,2.27,2017,April,Lassen
1468,0.53,-0.96,2017,May,Lassen
1469,0.66,-0.38,2017,June,Lassen
1470,0.16,-0.15,2017,July,Lassen
1471,0.79,0.49,2017,August,Lassen
1472,0.5,-0.13,2017,September,Lassen
1473,0.58,-0.71,2017,October,Lassen
1474,3.73,1.48,2017,November,Lassen
1475,0.47,-2.53,2017,December,Lassen
1476,2.65,-0.68,2018,January,Lassen
1477,0.48,-2.32,2018,February,Lassen
1478,3.44,1.0,2018,March,Lassen
1479,3.69,2.18,2018,April,Lassen
1480,2.79,1.3,2018,May,Lassen
1481,0.32,-0.72,2018,June,Lassen
1482,0.07,-0.24,2018,July,Lassen
1483,0.01,-0.29,2018,August,Lassen
1484,0.0,-0.63,2018,September,Lassen
1485,1.08,-0.21,2018,October,Lassen
1486,1.98,-0.27,2018,November,Lassen
1487,2.37,-0.63,2018,December,Lassen
1488,4.32,0.99,2019,January,Lassen
1489,6.4,3.6,2019,February,Lassen
1490,2.9,0.46,2019,March,Lassen
1491,2.15,0.64,2019,April,Lassen
1492,3.1,1.61,2019,May,Lassen
1493,0.46,-0.58,2019,June,Lassen
1494,0.04,-0.27,2019,July,Lassen
1495,0.22,-0.08,2019,August,Lassen
1496,1.76,1.13,2019,September,Lassen
1497,0.17,-1.12,2019,October,Lassen
1498,0.29,-1.96,2019,November,Lassen
1499,3.76,0.76,2019,December,Lassen
1500,2.27,-1.06,2020,January,Lassen
1501,0.07,-2.73,2020,February,Lassen
1502,2.06,-0.38,2020,March,Lassen
1503,0.91,-0.6,2020,April,Lassen
1504,1.48,-0.01,2020,May,Lassen
1505,0.39,-0.65,2020,June,Lassen
1506,0.1,-0.21,2020,July,Lassen
1507,0.1,-0.2,2020,August,Lassen
1508,0.0,-0.63,2020,September,Lassen
1509,0.04,-1.25,2020,October,Lassen
1510,1.13,-1.12,2020,November,Lassen
1511,2.26,-0.74,2020,December,Lassen
1512,2.64,-0.69,2021,January,Lassen
1513,1.74,-1.06,2021,February,Lassen
1514,1.5,-0.94,2021,March,Lassen
1515,0.53,-0.98,2021,April,Lassen
1516,0.33,-1.16,2021,May,Lassen
1517,0.34,-0.7,2021,June,Lassen
1518,0.16,-0.15,2021,July,Lassen
1519,0.02,-0.28,2021,August,Lassen
1520,0.77,0.14,2021,September,Lassen
1521,4.13,2.84,2021,October,Lassen
1522,0.5,-1.75,2021,November,Lassen
1523,5.63,2.63,2021,December,Lassen
1524,0.26,-3.07,2022,January,Lassen
1525,0.22,-2.58,2022,February,Lassen
1526,0.75,-1.69,2022,March,Lassen
1527,2.72,1.21,2022,April,Lassen
1528,0.64,-0.85,2022,May,Lassen
1529,1.48,0.44,2022,June,Lassen
1530,0.01,-0.3,2022,July,Lassen
1531,0.17,-0.13,2022,August,Lassen
1532,1.07,0.44,2022,September,Lassen
1533,0.15,-1.14,2022,October,Lassen
1534,1.3,-0.95,2022,November,Lassen
1535,4.53,1.53,2022,December,Lassen
1536,4.76,1.43,2023,January,Lassen
1537,1.45,-1.35,2023,February,Lassen
1538,5.19,2.75,2023,March,Lassen
0,7.31,4.02,1895,January,Los Angeles
1,2.45,-0.97,1895,February,Los Angeles
2,3.26,0.45,1895,March,Los Angeles
3,0.62,-0.5,1895,April,Los Angeles
4,0.27,-0.05,1895,May,Los Angeles
5,0.03,-0.03,1895,June,Los Angeles
6,0.0,-0.03,1895,July,Los Angeles
7,0.01,-0.06,1895,August,Los Angeles
8,0.0,-0.21,1895,September,Los Angeles
9,1.13,0.62,1895,October,Los Angeles
10,1.19,-0.1,1895,November,Los Angeles
11,0.73,-1.7,1895,December,Los Angeles
12,2.88,-0.41,1896,January,Los Angeles
13,0.17,-3.25,1896,February,Los Angeles
14,4.15,1.34,1896,March,Los Angeles
15,0.83,-0.29,1896,April,Los Angeles
16,0.22,-0.1,1896,May,Los Angeles
17,0.0,-0.06,1896,June,Los Angeles
18,0.16,0.13,1896,July,Los Angeles
19,0.14,0.07,1896,August,Los Angeles
20,0.03,-0.18,1896,September,Los Angeles
21,1.97,1.46,1896,October,Los Angeles
22,1.23,-0.06,1896,November,Los Angeles
23,1.46,-0.97,1896,December,Los Angeles
24,4.17,0.88,1897,January,Los Angeles
25,4.87,1.45,1897,February,Los Angeles
26,3.25,0.44,1897,March,Los Angeles
27,0.01,-1.11,1897,April,Los Angeles
28,0.1,-0.22,1897,May,Los Angeles
29,0.0,-0.06,1897,June,Los Angeles
30,0.01,-0.02,1897,July,Los Angeles
31,0.08,0.01,1897,August,Los Angeles
32,0.32,0.11,1897,September,Los Angeles
33,2.21,1.7,1897,October,Los Angeles
34,0.39,-0.9,1897,November,Los Angeles
35,0.42,-2.01,1897,December,Los Angeles
36,1.65,-1.64,1898,January,Los Angeles
37,0.84,-2.58,1898,February,Los Angeles
38,1.05,-1.76,1898,March,Los Angeles
39,0.42,-0.7,1898,April,Los Angeles
40,1.46,1.14,1898,May,Los Angeles
41,0.0,-0.06,1898,June,Los Angeles
42,0.02,-0.01,1898,July,Los Angeles
43,0.03,-0.04,1898,August,Los Angeles
44,0.22,0.01,1898,September,Los Angeles
45,0.06,-0.45,1898,October,Los Angeles
46,0.06,-1.23,1898,November,Los Angeles
47,0.52,-1.91,1898,December,Los Angeles
48,2.43,-0.86,1899,January,Los Angeles
49,0.25,-3.17,1899,February,Los Angeles
50,2.19,-0.62,1899,March,Los Angeles
51,0.14,-0.98,1899,April,Los Angeles
52,0.23,-0.09,1899,May,Los Angeles
53,0.27,0.21,1899,June,Los Angeles
54,0.0,-0.03,1899,July,Los Angeles
55,0.01,-0.06,1899,August,Los Angeles
56,0.03,-0.18,1899,September,Los Angeles
57,1.39,0.88,1899,October,Los Angeles
58,1.36,0.07,1899,November,Los Angeles
59,0.99,-1.44,1899,December,Los Angeles
60,1.36,-1.93,1900,January,Los Angeles
61,0.06,-3.36,1900,February,Los Angeles
62,1.25,-1.56,1900,March,Los Angeles
63,0.81,-0.31,1900,April,Los Angeles
64,1.66,1.34,1900,May,Los Angeles
65,0.0,-0.06,1900,June,Los Angeles
66,0.09,0.06,1900,July,Los Angeles
67,0.0,-0.07,1900,August,Los Angeles
68,0.1,-0.11,1900,September,Los Angeles
69,0.28,-0.23,1900,October,Los Angeles
70,5.69,4.4,1900,November,Los Angeles
71,0.01,-2.42,1900,December,Los Angeles
72,3.36,0.07,1901,January,Los Angeles
73,4.17,0.75,1901,February,Los Angeles
74,0.34,-2.47,1901,March,Los Angeles
75,0.86,-0.26,1901,April,Los Angeles
76,1.09,0.77,1901,May,Los Angeles
77,0.02,-0.04,1901,June,Los Angeles
78,0.01,-0.02,1901,July,Los Angeles
79,0.08,0.01,1901,August,Los Angeles
80,0.25,0.04,1901,September,Los Angeles
81,2.05,1.54,1901,October,Los Angeles
82,0.54,-0.75,1901,November,Los Angeles
83,0.01,-2.42,1901,December,Los Angeles
84,1.42,-1.87,1902,January,Los Angeles
85,3.07,-0.35,1902,February,Los Angeles
86,3.39,0.58,1902,March,Los Angeles
87,0.27,-0.85,1902,April,Los Angeles
88,0.12,-0.2,1902,May,Los Angeles
89,0.09,0.03,1902,June,Los Angeles
90,0.01,-0.02,1902,July,Los Angeles
91,0.0,-0.07,1902,August,Los Angeles
92,0.0,-0.21,1902,September,Los Angeles
93,0.41,-0.1,1902,October,Los Angeles
94,1.98,0.69,1902,November,Los Angeles
95,2.53,0.1,1902,December,Los Angeles
96,1.31,-1.98,1903,January,Los Angeles
97,1.51,-1.91,1903,February,Los Angeles
98,6.52,3.71,1903,March,Los Angeles
99,3.44,2.32,1903,April,Los Angeles
100,0.07,-0.25,1903,May,Los Angeles
101,0.0,-0.06,1903,June,Los Angeles
102,0.0,-0.03,1903,July,Los Angeles
103,0.02,-0.05,1903,August,Los Angeles
104,0.28,0.07,1903,September,Los Angeles
105,0.03,-0.48,1903,October,Los Angeles
106,0.01,-1.28,1903,November,Los Angeles
107,0.01,-2.42,1903,December,Los Angeles
108,0.22,-3.07,1904,January,Los Angeles
109,2.62,-0.8,1904,February,Los Angeles
110,4.36,1.55,1904,March,Los Angeles
111,1.24,0.12,1904,April,Los Angeles
112,0.07,-0.25,1904,May,Los Angeles
113,0.0,-0.06,1904,June,Los Angeles
114,0.01,-0.02,1904,July,Los Angeles
115,0.3,0.23,1904,August,Los Angeles
116,0.26,0.05,1904,September,Los Angeles
117,0.4,-0.11,1904,October,Los Angeles
118,0.01,-1.28,1904,November,Los Angeles
119,1.71,-0.72,1904,December,Los Angeles
120,3.52,0.23,1905,January,Los Angeles
121,7.73,4.31,1905,February,Los Angeles
122,6.09,3.28,1905,March,Los Angeles
123,0.78,-0.34,1905,April,Los Angeles
124,1.21,0.89,1905,May,Los Angeles
125,0.0,-0.06,1905,June,Los Angeles
126,0.03,0.0,1905,July,Los Angeles
127,0.01,-0.06,1905,August,Los Angeles
128,0.11,-0.1,1905,September,Los Angeles
129,0.09,-0.42,1905,October,Los Angeles
130,2.02,0.73,1905,November,Los Angeles
131,0.39,-2.04,1905,December,Los Angeles
132,3.26,-0.03,1906,January,Los Angeles
133,2.28,-1.14,1906,February,Los Angeles
134,7.8,4.99,1906,March,Los Angeles
135,1.22,0.1,1906,April,Los Angeles
136,1.41,1.09,1906,May,Los Angeles
137,0.03,-0.03,1906,June,Los Angeles
138,0.02,-0.01,1906,July,Los Angeles
139,0.02,-0.05,1906,August,Los Angeles
140,0.03,-0.18,1906,September,Los Angeles
141,0.0,-0.51,1906,October,Los Angeles
142,0.95,-0.34,1906,November,Los Angeles
143,6.42,3.99,1906,December,Los Angeles
144,8.5,5.21,1907,January,Los Angeles
145,2.27,-1.15,1907,February,Los Angeles
146,5.65,2.84,1907,March,Los Angeles
147,0.19,-0.93,1907,April,Los Angeles
148,0.04,-0.28,1907,May,Los Angeles
149,0.19,0.13,1907,June,Los Angeles
150,0.0,-0.03,1907,July,Los Angeles
151,0.0,-0.07,1907,August,Los Angeles
152,0.0,-0.21,1907,September,Los Angeles
153,1.99,1.48,1907,October,Los Angeles
154,0.03,-1.26,1907,November,Los Angeles
155,1.06,-1.37,1907,December,Los Angeles
156,4.68,1.39,1908,January,Los Angeles
157,3.55,0.13,1908,February,Los Angeles
158,0.54,-2.27,1908,March,Los Angeles
159,0.63,-0.49,1908,April,Los Angeles
160,0.3,-0.02,1908,May,Los Angeles
161,0.0,-0.06,1908,June,Los Angeles
162,0.01,-0.02,1908,July,Los Angeles
163,0.12,0.05,1908,August,Los Angeles
164,1.18,0.97,1908,September,Los Angeles
165,0.37,-0.14,1908,October,Los Angeles
166,0.74,-0.55,1908,November,Los Angeles
167,1.53,-0.9,1908,December,Los Angeles
168,6.87,3.58,1909,January,Los Angeles
169,5.31,1.89,1909,February,Los Angeles
170,3.64,0.83,1909,March,Los Angeles
171,0.05,-1.07,1909,April,Los Angeles
172,0.03,-0.29,1909,May,Los Angeles
173,0.06,0.0,1909,June,Los Angeles
174,0.05,0.02,1909,July,Los Angeles
175,0.2,0.13,1909,August,Los Angeles
176,0.1,-0.11,1909,September,Los Angeles
177,0.37,-0.14,1909,October,Los Angeles
178,1.75,0.46,1909,November,Los Angeles
179,7.02,4.59,1909,December,Los Angeles
180,2.6,-0.69,1910,January,Los Angeles
181,0.11,-3.31,1910,February,Los Angeles
182,2.22,-0.59,1910,March,Los Angeles
183,0.3,-0.82,1910,April,Los Angeles
184,0.0,-0.32,1910,May,Los Angeles
185,0.0,-0.06,1910,June,Los Angeles
186,0.04,0.01,1910,July,Los Angeles
187,0.0,-0.07,1910,August,Los Angeles
188,0.15,-0.06,1910,September,Los Angeles
189,0.67,0.16,1910,October,Los Angeles
190,0.5,-0.79,1910,November,Los Angeles
191,0.31,-2.12,1910,December,Los Angeles
192,7.05,3.76,1911,January,Los Angeles
193,3.43,0.01,1911,February,Los Angeles
194,5.26,2.45,1911,March,Los Angeles
195,0.54,-0.58,1911,April,Los Angeles
196,0.12,-0.2,1911,May,Los Angeles
197,0.03,-0.03,1911,June,Los Angeles
198,0.01,-0.02,1911,July,Los Angeles
199,0.0,-0.07,1911,August,Los Angeles
200,0.78,0.57,1911,September,Los Angeles
201,0.23,-0.28,1911,October,Los Angeles
202,0.12,-1.17,1911,November,Los Angeles
203,1.01,-1.42,1911,December,Los Angeles
204,0.3,-2.99,1912,January,Los Angeles
205,0.0,-3.42,1912,February,Los Angeles
206,7.91,5.1,1912,March,Los Angeles
207,2.12,1.0,1912,April,Los Angeles
208,0.52,0.2,1912,May,Los Angeles
209,0.02,-0.04,1912,June,Los Angeles
210,0.0,-0.03,1912,July,Los Angeles
211,0.01,-0.06,1912,August,Los Angeles
212,0.0,-0.21,1912,September,Los Angeles
213,0.67,0.16,1912,October,Los Angeles
214,0.42,-0.87,1912,November,Los Angeles
215,0.06,-2.37,1912,December,Los Angeles
216,2.35,-0.94,1913,January,Los Angeles
217,7.99,4.57,1913,February,Los Angeles
218,0.46,-2.35,1913,March,Los Angeles
219,0.36,-0.76,1913,April,Los Angeles
220,0.18,-0.14,1913,May,Los Angeles
221,0.32,0.26,1913,June,Los Angeles
222,0.09,0.06,1913,July,Los Angeles
223,0.08,0.01,1913,August,Los Angeles
224,0.03,-0.18,1913,September,Los Angeles
225,0.01,-0.5,1913,October,Los Angeles
226,2.64,1.35,1913,November,Los Angeles
227,1.67,-0.76,1913,December,Los Angeles
228,10.32,7.03,1914,January,Los Angeles
229,7.08,3.66,1914,February,Los Angeles
230,0.88,-1.93,1914,March,Los Angeles
231,1.08,-0.04,1914,April,Los Angeles
232,0.52,0.2,1914,May,Los Angeles
233,0.15,0.09,1914,June,Los Angeles
234,0.09,0.06,1914,July,Los Angeles
235,0.01,-0.06,1914,August,Los Angeles
236,0.01,-0.2,1914,September,Los Angeles
237,0.45,-0.06,1914,October,Los Angeles
238,0.28,-1.01,1914,November,Los Angeles
239,4.39,1.96,1914,December,Los Angeles
240,5.59,2.3,1915,January,Los Angeles
241,5.85,2.43,1915,February,Los Angeles
242,0.99,-1.82,1915,March,Los Angeles
243,1.68,0.56,1915,April,Los Angeles
244,1.31,0.99,1915,May,Los Angeles
245,0.01,-0.05,1915,June,Los Angeles
246,0.0,-0.03,1915,July,Los Angeles
247,0.03,-0.04,1915,August,Los Angeles
248,0.13,-0.08,1915,September,Los Angeles
249,0.0,-0.51,1915,October,Los Angeles
250,0.96,-0.33,1915,November,Los Angeles
251,2.6,0.17,1915,December,Los Angeles
252,12.53,9.24,1916,January,Los Angeles
253,1.47,-1.95,1916,February,Los Angeles
254,1.58,-1.23,1916,March,Los Angeles
255,0.17,-0.95,1916,April,Los Angeles
256,0.11,-0.21,1916,May,Los Angeles
257,0.0,-0.06,1916,June,Los Angeles
258,0.02,-0.01,1916,July,Los Angeles
259,0.03,-0.04,1916,August,Los Angeles
260,0.53,0.32,1916,September,Los Angeles
261,2.22,1.71,1916,October,Los Angeles
262,0.15,-1.14,1916,November,Los Angeles
263,4.54,2.11,1916,December,Los Angeles
264,2.77,-0.52,1917,January,Los Angeles
265,3.55,0.13,1917,February,Los Angeles
266,0.38,-2.43,1917,March,Los Angeles
267,0.78,-0.34,1917,April,Los Angeles
268,0.53,0.21,1917,May,Los Angeles
269,0.0,-0.06,1917,June,Los Angeles
270,0.09,0.06,1917,July,Los Angeles
271,0.03,-0.04,1917,August,Los Angeles
272,0.01,-0.2,1917,September,Los Angeles
273,0.04,-0.47,1917,October,Los Angeles
274,0.41,-0.88,1917,November,Los Angeles
275,0.04,-2.39,1917,December,Los Angeles
276,0.48,-2.81,1918,January,Los Angeles
277,6.05,2.63,1918,February,Los Angeles
278,7.3,4.49,1918,March,Los Angeles
279,0.11,-1.01,1918,April,Los Angeles
280,0.41,0.09,1918,May,Los Angeles
281,0.05,-0.01,1918,June,Los Angeles
282,0.18,0.15,1918,July,Los Angeles
283,0.14,0.07,1918,August,Los Angeles
284,0.89,0.68,1918,September,Los Angeles
285,0.24,-0.27,1918,October,Los Angeles
286,1.81,0.52,1918,November,Los Angeles
287,1.83,-0.6,1918,December,Los Angeles
288,0.75,-2.54,1919,January,Los Angeles
289,2.05,-1.37,1919,February,Los Angeles
290,2.51,-0.3,1919,March,Los Angeles
291,0.39,-0.73,1919,April,Los Angeles
292,0.45,0.13,1919,May,Los Angeles
293,0.0,-0.06,1919,June,Los Angeles
294,0.05,0.02,1919,July,Los Angeles
295,0.01,-0.06,1919,August,Los Angeles
296,0.93,0.72,1919,September,Los Angeles
297,0.49,-0.02,1919,October,Los Angeles
298,0.95,-0.34,1919,November,Los Angeles
299,2.19,-0.24,1919,December,Los Angeles
300,0.63,-2.66,1920,January,Los Angeles
301,3.53,0.11,1920,February,Los Angeles
302,5.24,2.43,1920,March,Los Angeles
303,0.92,-0.2,1920,April,Los Angeles
304,0.24,-0.08,1920,May,Los Angeles
305,0.01,-0.05,1920,June,Los Angeles
306,0.0,-0.03,1920,July,Los Angeles
307,0.02,-0.05,1920,August,Los Angeles
308,0.05,-0.16,1920,September,Los Angeles
309,0.75,0.24,1920,October,Los Angeles
310,0.93,-0.36,1920,November,Los Angeles
311,0.97,-1.46,1920,December,Los Angeles
312,4.17,0.88,1921,January,Los Angeles
313,0.96,-2.46,1921,February,Los Angeles
314,2.77,-0.04,1921,March,Los Angeles
315,0.41,-0.71,1921,April,Los Angeles
316,1.66,1.34,1921,May,Los Angeles
317,0.02,-0.04,1921,June,Los Angeles
318,0.02,-0.01,1921,July,Los Angeles
319,0.01,-0.06,1921,August,Los Angeles
320,0.3,0.09,1921,September,Los Angeles
321,0.67,0.16,1921,October,Los Angeles
322,0.16,-1.13,1921,November,Los Angeles
323,9.8,7.37,1921,December,Los Angeles
324,4.69,1.4,1922,January,Los Angeles
325,3.77,0.35,1922,February,Los Angeles
326,1.97,-0.84,1922,March,Los Angeles
327,0.49,-0.63,1922,April,Los Angeles
328,0.8,0.48,1922,May,Los Angeles
329,0.02,-0.04,1922,June,Los Angeles
330,0.04,0.01,1922,July,Los Angeles
331,0.01,-0.06,1922,August,Los Angeles
332,0.0,-0.21,1922,September,Los Angeles
333,0.33,-0.18,1922,October,Los Angeles
334,1.84,0.55,1922,November,Los Angeles
335,4.49,2.06,1922,December,Los Angeles
336,2.03,-1.26,1923,January,Los Angeles
337,0.8,-2.62,1923,February,Los Angeles
338,0.62,-2.19,1923,March,Los Angeles
339,2.08,0.96,1923,April,Los Angeles
340,0.02,-0.3,1923,May,Los Angeles
341,0.02,-0.04,1923,June,Los Angeles
342,0.01,-0.02,1923,July,Los Angeles
343,0.03,-0.04,1923,August,Los Angeles
344,0.38,0.17,1923,September,Los Angeles
345,0.58,0.07,1923,October,Los Angeles
346,0.55,-0.74,1923,November,Los Angeles
347,0.79,-1.64,1923,December,Los Angeles
348,0.55,-2.74,1924,January,Los Angeles
349,0.09,-3.33,1924,February,Los Angeles
350,3.83,1.02,1924,March,Los Angeles
351,1.92,0.8,1924,April,Los Angeles
352,0.0,-0.32,1924,May,Los Angeles
353,0.0,-0.06,1924,June,Los Angeles
354,0.01,-0.02,1924,July,Los Angeles
355,0.0,-0.07,1924,August,Los Angeles
356,0.07,-0.14,1924,September,Los Angeles
357,0.6,0.09,1924,October,Los Angeles
358,0.87,-0.42,1924,November,Los Angeles
359,1.34,-1.09,1924,December,Los Angeles
360,0.24,-3.05,1925,January,Los Angeles
361,0.76,-2.66,1925,February,Los Angeles
362,2.09,-0.72,1925,March,Los Angeles
363,2.38,1.26,1925,April,Los Angeles
364,0.58,0.26,1925,May,Los Angeles
365,0.37,0.31,1925,June,Los Angeles
366,0.0,-0.03,1925,July,Los Angeles
367,0.06,-0.01,1925,August,Los Angeles
368,0.01,-0.2,1925,September,Los Angeles
369,0.82,0.31,1925,October,Los Angeles
370,0.75,-0.54,1925,November,Los Angeles
371,1.84,-0.59,1925,December,Los Angeles
372,1.48,-1.81,1926,January,Los Angeles
373,3.61,0.19,1926,February,Los Angeles
374,0.57,-2.24,1926,March,Los Angeles
375,4.9,3.78,1926,April,Los Angeles
376,0.5,0.18,1926,May,Los Angeles
377,0.01,-0.05,1926,June,Los Angeles
378,0.02,-0.01,1926,July,Los Angeles
379,0.04,-0.03,1926,August,Los Angeles
380,0.0,-0.21,1926,September,Los Angeles
381,0.08,-0.43,1926,October,Los Angeles
382,3.2,1.91,1926,November,Los Angeles
383,2.04,-0.39,1926,December,Los Angeles
384,0.81,-2.48,1927,January,Los Angeles
385,8.2,4.78,1927,February,Los Angeles
386,2.04,-0.77,1927,March,Los Angeles
387,0.85,-0.27,1927,April,Los Angeles
388,0.09,-0.23,1927,May,Los Angeles
389,0.0,-0.06,1927,June,Los Angeles
390,0.0,-0.03,1927,July,Los Angeles
391,0.01,-0.06,1927,August,Los Angeles
392,0.01,-0.2,1927,September,Los Angeles
393,1.58,1.07,1927,October,Los Angeles
394,0.82,-0.47,1927,November,Los Angeles
395,3.05,0.62,1927,December,Los Angeles
396,0.14,-3.15,1928,January,Los Angeles
397,2.64,-0.78,1928,February,Los Angeles
398,1.5,-1.31,1928,March,Los Angeles
399,0.31,-0.81,1928,April,Los Angeles
400,0.69,0.37,1928,May,Los Angeles
401,0.03,-0.03,1928,June,Los Angeles
402,0.0,-0.03,1928,July,Los Angeles
403,0.0,-0.07,1928,August,Los Angeles
404,0.0,-0.21,1928,September,Los Angeles
405,0.31,-0.2,1928,October,Los Angeles
406,1.24,-0.05,1928,November,Los Angeles
407,2.58,0.15,1928,December,Los Angeles
408,1.53,-1.76,1929,January,Los Angeles
409,1.47,-1.95,1929,February,Los Angeles
410,1.82,-0.99,1929,March,Los Angeles
411,1.93,0.81,1929,April,Los Angeles
412,0.1,-0.22,1929,May,Los Angeles
413,0.11,0.05,1929,June,Los Angeles
414,0.0,-0.03,1929,July,Los Angeles
415,0.0,-0.07,1929,August,Los Angeles
416,0.37,0.16,1929,September,Los Angeles
417,0.07,-0.44,1929,October,Los Angeles
418,0.0,-1.29,1929,November,Los Angeles
419,0.01,-2.42,1929,December,Los Angeles
420,5.27,1.98,1930,January,Los Angeles
421,0.67,-2.75,1930,February,Los Angeles
422,3.83,1.02,1930,March,Los Angeles
423,0.47,-0.65,1930,April,Los Angeles
424,1.57,1.25,1930,May,Los Angeles
425,0.01,-0.05,1930,June,Los Angeles
426,0.0,-0.03,1930,July,Los Angeles
427,0.03,-0.04,1930,August,Los Angeles
428,0.02,-0.19,1930,September,Los Angeles
429,0.19,-0.32,1930,October,Los Angeles
430,2.01,0.72,1930,November,Los Angeles
431,0.0,-2.43,1930,December,Los Angeles
432,3.1,-0.19,1931,January,Los Angeles
433,4.12,0.7,1931,February,Los Angeles
434,0.06,-2.75,1931,March,Los Angeles
435,2.49,1.37,1931,April,Los Angeles
436,0.7,0.38,1931,May,Los Angeles
437,0.08,0.02,1931,June,Los Angeles
438,0.04,0.01,1931,July,Los Angeles
439,0.34,0.27,1931,August,Los Angeles
440,0.19,-0.02,1931,September,Los Angeles
441,0.36,-0.15,1931,October,Los Angeles
442,2.32,1.03,1931,November,Los Angeles
443,5.65,3.22,1931,December,Los Angeles
444,2.11,-1.18,1932,January,Los Angeles
445,7.0,3.58,1932,February,Los Angeles
446,0.12,-2.69,1932,March,Los Angeles
447,0.58,-0.54,1932,April,Los Angeles
448,0.21,-0.11,1932,May,Los Angeles
449,0.24,0.18,1932,June,Los Angeles
450,0.0,-0.03,1932,July,Los Angeles
451,0.0,-0.07,1932,August,Los Angeles
452,0.27,0.06,1932,September,Los Angeles
453,0.22,-0.29,1932,October,Los Angeles
454,0.02,-1.27,1932,November,Los Angeles
455,1.53,-0.9,1932,December,Los Angeles
456,8.17,4.88,1933,January,Los Angeles
457,0.04,-3.38,1933,February,Los Angeles
458,0.11,-2.7,1933,March,Los Angeles
459,0.51,-0.61,1933,April,Los Angeles
460,0.44,0.12,1933,May,Los Angeles
461,0.26,0.2,1933,June,Los Angeles
462,0.0,-0.03,1933,July,Los Angeles
463,0.24,0.17,1933,August,Los Angeles
464,0.0,-0.21,1933,September,Los Angeles
465,0.38,-0.13,1933,October,Los Angeles
466,0.2,-1.09,1933,November,Los Angeles
467,5.18,2.75,1933,December,Los Angeles
468,3.78,0.49,1934,January,Los Angeles
469,2.14,-1.28,1934,February,Los Angeles
470,0.16,-2.65,1934,March,Los Angeles
471,0.02,-1.1,1934,April,Los Angeles
472,0.01,-0.31,1934,May,Los Angeles
473,0.31,0.25,1934,June,Los Angeles
474,0.0,-0.03,1934,July,Los Angeles
475,0.09,0.02,1934,August,Los Angeles
476,0.11,-0.1,1934,September,Los Angeles
477,2.51,2.0,1934,October,Los Angeles
478,2.16,0.87,1934,November,Los Angeles
479,4.2,1.77,1934,December,Los Angeles
480,3.35,0.06,1935,January,Los Angeles
481,1.87,-1.55,1935,February,Los Angeles
482,2.95,0.14,1935,March,Los Angeles
483,2.33,1.21,1935,April,Los Angeles
