,Value,Anomaly,year,Month,county
283,71.5,1.2,1918,August,Contra Costa
284,67.0,-1.5,1918,September,Contra Costa
285,62.7,0.3,1918,October,Contra Costa
286,50.4,-2.9,1918,November,Contra Costa
287,43.0,-3.8,1918,December,Contra Costa
288,45.4,-0.5,1919,January,Contra Costa
289,48.0,-2.0,1919,February,Contra Costa
290,50.7,-2.3,1919,March,Contra Costa
291,56.6,-0.1,1919,April,Contra Costa
292,62.2,0.7,1919,May,Contra Costa
293,66.2,-0.7,1919,June,Contra Costa
294,68.4,-2.3,1919,July,Contra Costa
295,69.2,-1.1,1919,August,Contra Costa
296,67.5,-1.0,1919,September,Contra Costa
297,59.3,-3.1,1919,October,Contra Costa
298,50.9,-2.4,1919,November,Contra Costa
299,45.6,-1.2,1919,December,Contra Costa
300,47.1,1.2,1920,January,Contra Costa
301,50.0,0.0,1920,February,Contra Costa
302,50.2,-2.8,1920,March,Contra Costa
303,55.6,-1.1,1920,April,Contra Costa
304,61.2,-0.3,1920,May,Contra Costa
305,67.4,0.5,1920,June,Contra Costa
306,68.5,-2.2,1920,July,Contra Costa
307,70.9,0.6,1920,August,Contra Costa
308,66.0,-2.5,1920,September,Contra Costa
309,58.7,-3.7,1920,October,Contra Costa
310,51.2,-2.1,1920,November,Contra Costa
311,45.9,-0.9,1920,December,Contra Costa
312,45.3,-0.6,1921,January,Contra Costa
313,49.3,-0.7,1921,February,Contra Costa
314,53.0,0.0,1921,March,Contra Costa
315,55.8,-0.9,1921,April,Contra Costa
316,58.3,-3.2,1921,May,Contra Costa
317,68.9,2.0,1921,June,Contra Costa
318,70.9,0.2,1921,July,Contra Costa
319,68.1,-2.2,1921,August,Contra Costa
320,67.7,-0.8,1921,September,Contra Costa
321,62.4,0.0,1921,October,Contra Costa
322,53.5,0.2,1921,November,Contra Costa
323,47.8,1.0,1921,December,Contra Costa
324,40.3,-5.6,1922,January,Contra Costa
325,45.8,-4.2,1922,February,Contra Costa
326,49.9,-3.1,1922,March,Contra Costa
327,53.1,-3.6,1922,April,Contra Costa
328,61.6,0.1,1922,May,Contra Costa
329,66.4,-0.5,1922,June,Contra Costa
330,70.7,0.0,1922,July,Contra Costa
331,69.5,-0.8,1922,August,Contra Costa
332,70.9,2.4,1922,September,Contra Costa
333,60.1,-2.3,1922,October,Contra Costa
334,49.2,-4.1,1922,November,Contra Costa
335,46.1,-0.7,1922,December,Contra Costa
336,42.9,-3.0,1923,January,Contra Costa
337,47.7,-2.3,1923,February,Contra Costa
338,55.0,2.0,1923,March,Contra Costa
339,55.4,-1.3,1923,April,Contra Costa
340,61.0,-0.5,1923,May,Contra Costa
341,63.2,-3.7,1923,June,Contra Costa
342,69.6,-1.1,1923,July,Contra Costa
343,70.1,-0.2,1923,August,Contra Costa
344,69.7,1.2,1923,September,Contra Costa
345,61.9,-0.5,1923,October,Contra Costa
346,56.4,3.1,1923,November,Contra Costa
347,45.3,-1.5,1923,December,Contra Costa
348,44.3,-1.6,1924,January,Contra Costa
349,53.5,3.5,1924,February,Contra Costa
350,52.7,-0.3,1924,March,Contra Costa
351,58.1,1.4,1924,April,Contra Costa
352,64.3,2.8,1924,May,Contra Costa
353,66.7,-0.2,1924,June,Contra Costa
354,67.7,-3.0,1924,July,Contra Costa
355,68.5,-1.8,1924,August,Contra Costa
356,67.6,-0.9,1924,September,Contra Costa
357,59.4,-3.0,1924,October,Contra Costa
358,52.4,-0.9,1924,November,Contra Costa
359,43.6,-3.2,1924,December,Contra Costa
360,47.1,1.2,1925,January,Contra Costa
361,52.2,2.2,1925,February,Contra Costa
362,53.1,0.1,1925,March,Contra Costa
363,56.4,-0.3,1925,April,Contra Costa
364,61.6,0.1,1925,May,Contra Costa
365,67.5,0.6,1925,June,Contra Costa
366,70.7,0.0,1925,July,Contra Costa
367,67.9,-2.4,1925,August,Contra Costa
368,64.8,-3.7,1925,September,Contra Costa
369,60.2,-2.2,1925,October,Contra Costa
370,52.0,-1.3,1925,November,Contra Costa
371,46.7,-0.1,1925,December,Contra Costa
372,42.7,-3.2,1926,January,Contra Costa
373,51.9,1.9,1926,February,Contra Costa
374,57.1,4.1,1926,March,Contra Costa
375,60.7,4.0,1926,April,Contra Costa
376,63.7,2.2,1926,May,Contra Costa
377,68.5,1.6,1926,June,Contra Costa
378,72.3,1.6,1926,July,Contra Costa
379,69.9,-0.4,1926,August,Contra Costa
380,65.0,-3.5,1926,September,Contra Costa
381,63.1,0.7,1926,October,Contra Costa
382,57.4,4.1,1926,November,Contra Costa
383,46.3,-0.5,1926,December,Contra Costa
384,47.6,1.7,1927,January,Contra Costa
385,51.1,1.1,1927,February,Contra Costa
386,51.6,-1.4,1927,March,Contra Costa
387,55.0,-1.7,1927,April,Contra Costa
388,60.2,-1.3,1927,May,Contra Costa
389,66.3,-0.6,1927,June,Contra Costa
390,69.5,-1.2,1927,July,Contra Costa
391,67.8,-2.5,1927,August,Contra Costa
392,66.7,-1.8,1927,September,Contra Costa
393,62.8,0.4,1927,October,Contra Costa
394,54.6,1.3,1927,November,Contra Costa
395,46.2,-0.6,1927,December,Contra Costa
396,46.2,0.3,1928,January,Contra Costa
397,50.6,0.6,1928,February,Contra Costa
398,55.3,2.3,1928,March,Contra Costa
399,56.5,-0.2,1928,April,Contra Costa
400,62.3,0.8,1928,May,Contra Costa
401,67.8,0.9,1928,June,Contra Costa
402,69.3,-1.4,1928,July,Contra Costa
403,68.3,-2.0,1928,August,Contra Costa
404,67.3,-1.2,1928,September,Contra Costa
405,60.6,-1.8,1928,October,Contra Costa
406,52.2,-1.1,1928,November,Contra Costa
407,43.5,-3.3,1928,December,Contra Costa
408,41.7,-4.2,1929,January,Contra Costa
409,47.4,-2.6,1929,February,Contra Costa
410,51.4,-1.6,1929,March,Contra Costa
411,52.4,-4.3,1929,April,Contra Costa
412,60.4,-1.1,1929,May,Contra Costa
413,67.9,1.0,1929,June,Contra Costa
414,70.9,0.2,1929,July,Contra Costa
415,71.3,1.0,1929,August,Contra Costa
416,67.2,-1.3,1929,September,Contra Costa
417,63.4,1.0,1929,October,Contra Costa
418,54.2,0.9,1929,November,Contra Costa
419,49.7,2.9,1929,December,Contra Costa
420,44.1,-1.8,1930,January,Contra Costa
421,52.1,2.1,1930,February,Contra Costa
422,54.1,1.1,1930,March,Contra Costa
423,57.4,0.7,1930,April,Contra Costa
424,57.9,-3.6,1930,May,Contra Costa
425,66.4,-0.5,1930,June,Contra Costa
426,67.8,-2.9,1930,July,Contra Costa
427,68.9,-1.4,1930,August,Contra Costa
428,64.4,-4.1,1930,September,Contra Costa
429,61.8,-0.6,1930,October,Contra Costa
430,52.7,-0.6,1930,November,Contra Costa
431,45.7,-1.1,1930,December,Contra Costa
432,47.6,1.7,1931,January,Contra Costa
433,52.9,2.9,1931,February,Contra Costa
434,55.3,2.3,1931,March,Contra Costa
435,59.1,2.4,1931,April,Contra Costa
436,65.9,4.4,1931,May,Contra Costa
437,66.9,0.0,1931,June,Contra Costa
438,74.5,3.8,1931,July,Contra Costa
439,71.6,1.3,1931,August,Contra Costa
440,66.6,-1.9,1931,September,Contra Costa
441,60.4,-2.0,1931,October,Contra Costa
442,50.9,-2.4,1931,November,Contra Costa
443,45.2,-1.6,1931,December,Contra Costa
444,45.0,-0.9,1932,January,Contra Costa
445,47.7,-2.3,1932,February,Contra Costa
446,55.0,2.0,1932,March,Contra Costa
447,54.8,-1.9,1932,April,Contra Costa
448,60.9,-0.6,1932,May,Contra Costa
449,67.0,0.1,1932,June,Contra Costa
450,70.3,-0.4,1932,July,Contra Costa
451,69.7,-0.6,1932,August,Contra Costa
452,69.3,0.8,1932,September,Contra Costa
453,62.1,-0.3,1932,October,Contra Costa
454,57.3,4.0,1932,November,Contra Costa
455,42.4,-4.4,1932,December,Contra Costa
456,42.9,-3.0,1933,January,Contra Costa
457,47.1,-2.9,1933,February,Contra Costa
458,53.0,0.0,1933,March,Contra Costa
459,55.7,-1.0,1933,April,Contra Costa
460,57.7,-3.8,1933,May,Contra Costa
461,65.0,-1.9,1933,June,Contra Costa
462,72.0,1.3,1933,July,Contra Costa
463,70.8,0.5,1933,August,Contra Costa
464,66.2,-2.3,1933,September,Contra Costa
465,65.3,2.9,1933,October,Contra Costa
466,55.0,1.7,1933,November,Contra Costa
467,46.4,-0.4,1933,December,Contra Costa
468,47.9,2.0,1934,January,Contra Costa
469,52.4,2.4,1934,February,Contra Costa
470,58.8,5.8,1934,March,Contra Costa
471,60.6,3.9,1934,April,Contra Costa
472,64.4,2.9,1934,May,Contra Costa
473,66.8,-0.1,1934,June,Contra Costa
474,70.7,0.0,1934,July,Contra Costa
475,70.5,0.2,1934,August,Contra Costa
476,68.8,0.3,1934,September,Contra Costa
477,62.1,-0.3,1934,October,Contra Costa
478,54.9,1.6,1934,November,Contra Costa
479,48.2,1.4,1934,December,Contra Costa
480,46.4,0.5,1935,January,Contra Costa
481,49.1,-0.9,1935,February,Contra Costa
482,48.5,-4.5,1935,March,Contra Costa
483,56.1,-0.6,1935,April,Contra Costa
484,60.3,-1.2,1935,May,Contra Costa
485,69.0,2.1,1935,June,Contra Costa
486,69.6,-1.1,1935,July,Contra Costa
487,70.1,-0.2,1935,August,Contra Costa
488,66.2,-2.3,1935,September,Contra Costa
489,59.7,-2.7,1935,October,Contra Costa
490,50.0,-3.3,1935,November,Contra Costa
491,47.4,0.6,1935,December,Contra Costa
492,49.1,3.2,1936,January,Contra Costa
493,49.6,-0.4,1936,February,Contra Costa
494,54.8,1.8,1936,March,Contra Costa
495,57.2,0.5,1936,April,Contra Costa
496,64.1,2.6,1936,May,Contra Costa
497,68.8,1.9,1936,June,Contra Costa
498,72.8,2.1,1936,July,Contra Costa
499,71.2,0.9,1936,August,Contra Costa
500,70.1,1.6,1936,September,Contra Costa
501,63.4,1.0,1936,October,Contra Costa
502,53.2,-0.1,1936,November,Contra Costa
503,45.6,-1.2,1936,December,Contra Costa
504,39.4,-6.5,1937,January,Contra Costa
505,47.6,-2.4,1937,February,Contra Costa
506,53.2,0.2,1937,March,Contra Costa
507,55.3,-1.4,1937,April,Contra Costa
508,62.6,1.1,1937,May,Contra Costa
509,68.0,1.1,1937,June,Contra Costa
510,72.0,1.3,1937,July,Contra Costa
511,71.2,0.9,1937,August,Contra Costa
512,67.5,-1.0,1937,September,Contra Costa
513,63.7,1.3,1937,October,Contra Costa
514,54.7,1.4,1937,November,Contra Costa
515,48.7,1.9,1937,December,Contra Costa
516,46.1,0.2,1938,January,Contra Costa
517,49.5,-0.5,1938,February,Contra Costa
518,50.4,-2.6,1938,March,Contra Costa
519,55.1,-1.6,1938,April,Contra Costa
520,61.9,0.4,1938,May,Contra Costa
521,67.1,0.2,1938,June,Contra Costa
522,70.7,0.0,1938,July,Contra Costa
523,69.5,-0.8,1938,August,Contra Costa
524,69.1,0.6,1938,September,Contra Costa
525,60.8,-1.6,1938,October,Contra Costa
526,51.9,-1.4,1938,November,Contra Costa
527,48.6,1.8,1938,December,Contra Costa
528,47.1,1.2,1939,January,Contra Costa
529,47.6,-2.4,1939,February,Contra Costa
530,51.8,-1.2,1939,March,Contra Costa
531,59.5,2.8,1939,April,Contra Costa
532,63.0,1.5,1939,May,Contra Costa
533,68.0,1.1,1939,June,Contra Costa
534,71.7,1.0,1939,July,Contra Costa
535,70.2,-0.1,1939,August,Contra Costa
536,71.5,3.0,1939,September,Contra Costa
537,62.4,0.0,1939,October,Contra Costa
538,54.6,1.3,1939,November,Contra Costa
539,50.0,3.2,1939,December,Contra Costa
540,48.2,2.3,1940,January,Contra Costa
541,52.4,2.4,1940,February,Contra Costa
542,54.8,1.8,1940,March,Contra Costa
543,57.6,0.9,1940,April,Contra Costa
544,62.2,0.7,1940,May,Contra Costa
545,68.3,1.4,1940,June,Contra Costa
546,69.9,-0.8,1940,July,Contra Costa
547,69.4,-0.9,1940,August,Contra Costa
548,68.3,-0.2,1940,September,Contra Costa
549,63.2,0.8,1940,October,Contra Costa
550,52.5,-0.8,1940,November,Contra Costa
551,50.9,4.1,1940,December,Contra Costa
552,49.3,3.4,1941,January,Contra Costa
553,51.8,1.8,1941,February,Contra Costa
554,55.6,2.6,1941,March,Contra Costa
555,55.3,-1.4,1941,April,Contra Costa
556,63.2,1.7,1941,May,Contra Costa
557,65.8,-1.1,1941,June,Contra Costa
558,71.2,0.5,1941,July,Contra Costa
559,68.9,-1.4,1941,August,Contra Costa
560,67.5,-1.0,1941,September,Contra Costa
561,60.9,-1.5,1941,October,Contra Costa
562,54.3,1.0,1941,November,Contra Costa
563,49.1,2.3,1941,December,Contra Costa
564,46.4,0.5,1942,January,Contra Costa
565,49.1,-0.9,1942,February,Contra Costa
566,52.0,-1.0,1942,March,Contra Costa
567,54.8,-1.9,1942,April,Contra Costa
568,59.0,-2.5,1942,May,Contra Costa
569,66.2,-0.7,1942,June,Contra Costa
570,70.9,0.2,1942,July,Contra Costa
571,69.7,-0.6,1942,August,Contra Costa
572,66.7,-1.8,1942,September,Contra Costa
573,62.7,0.3,1942,October,Contra Costa
574,52.8,-0.5,1942,November,Contra Costa
575,48.4,1.6,1942,December,Contra Costa
576,48.1,2.2,1943,January,Contra Costa
577,51.5,1.5,1943,February,Contra Costa
578,53.6,0.6,1943,March,Contra Costa
579,57.0,0.3,1943,April,Contra Costa
580,63.4,1.9,1943,May,Contra Costa
581,64.0,-2.9,1943,June,Contra Costa
582,69.6,-1.1,1943,July,Contra Costa
583,68.7,-1.6,1943,August,Contra Costa
584,69.2,0.7,1943,September,Contra Costa
585,62.0,-0.4,1943,October,Contra Costa
586,54.8,1.5,1943,November,Contra Costa
587,49.6,2.8,1943,December,Contra Costa
588,48.0,2.1,1944,January,Contra Costa
589,48.9,-1.1,1944,February,Contra Costa
590,54.5,1.5,1944,March,Contra Costa
591,54.0,-2.7,1944,April,Contra Costa
592,61.3,-0.2,1944,May,Contra Costa
593,63.7,-3.2,1944,June,Contra Costa
594,67.6,-3.1,1944,July,Contra Costa
595,69.7,-0.6,1944,August,Contra Costa
596,69.7,1.2,1944,September,Contra Costa
597,63.2,0.8,1944,October,Contra Costa
598,51.4,-1.9,1944,November,Contra Costa
599,48.7,1.9,1944,December,Contra Costa
600,45.2,-0.7,1945,January,Contra Costa
601,50.2,0.2,1945,February,Contra Costa
602,49.6,-3.4,1945,March,Contra Costa
603,57.8,1.1,1945,April,Contra Costa
604,59.7,-1.8,1945,May,Contra Costa
605,69.3,2.4,1945,June,Contra Costa
606,72.5,1.8,1945,July,Contra Costa
607,69.8,-0.5,1945,August,Contra Costa
608,69.9,1.4,1945,September,Contra Costa
609,63.4,1.0,1945,October,Contra Costa
610,52.3,-1.0,1945,November,Contra Costa
611,47.5,0.7,1945,December,Contra Costa
612,45.8,-0.1,1946,January,Contra Costa
613,46.8,-3.2,1946,February,Contra Costa
614,51.8,-1.2,1946,March,Contra Costa
615,56.7,0.0,1946,April,Contra Costa
616,60.1,-1.4,1946,May,Contra Costa
617,65.3,-1.6,1946,June,Contra Costa
618,70.8,0.1,1946,July,Contra Costa
619,68.3,-2.0,1946,August,Contra Costa
620,68.2,-0.3,1946,September,Contra Costa
621,59.7,-2.7,1946,October,Contra Costa
622,49.9,-3.4,1946,November,Contra Costa
623,45.8,-1.0,1946,December,Contra Costa
624,42.2,-3.7,1947,January,Contra Costa
625,49.9,-0.1,1947,February,Contra Costa
626,54.2,1.2,1947,March,Contra Costa
627,60.4,3.7,1947,April,Contra Costa
628,64.4,2.9,1947,May,Contra Costa
629,69.0,2.1,1947,June,Contra Costa
630,69.7,-1.0,1947,July,Contra Costa
631,70.3,0.0,1947,August,Contra Costa
632,70.6,2.1,1947,September,Contra Costa
633,61.7,-0.7,1947,October,Contra Costa
634,50.2,-3.1,1947,November,Contra Costa
635,45.4,-1.4,1947,December,Contra Costa
636,48.4,2.5,1948,January,Contra Costa
637,46.9,-3.1,1948,February,Contra Costa
638,49.4,-3.6,1948,March,Contra Costa
639,53.0,-3.7,1948,April,Contra Costa
640,58.2,-3.3,1948,May,Contra Costa
641,65.6,-1.3,1948,June,Contra Costa
642,69.4,-1.3,1948,July,Contra Costa
643,69.0,-1.3,1948,August,Contra Costa
644,67.4,-1.1,1948,September,Contra Costa
645,61.6,-0.8,1948,October,Contra Costa
646,52.1,-1.2,1948,November,Contra Costa
647,42.7,-4.1,1948,December,Contra Costa
648,38.9,-7.0,1949,January,Contra Costa
649,45.2,-4.8,1949,February,Contra Costa
650,51.8,-1.2,1949,March,Contra Costa
651,58.4,1.7,1949,April,Contra Costa
652,61.4,-0.1,1949,May,Contra Costa
653,67.8,0.9,1949,June,Contra Costa
654,69.0,-1.7,1949,July,Contra Costa
655,68.2,-2.1,1949,August,Contra Costa
656,69.0,0.5,1949,September,Contra Costa
657,60.7,-1.7,1949,October,Contra Costa
658,56.3,3.0,1949,November,Contra Costa
659,44.5,-2.3,1949,December,Contra Costa
660,42.8,-3.1,1950,January,Contra Costa
661,49.0,-1.0,1950,February,Contra Costa
662,51.5,-1.5,1950,March,Contra Costa
663,58.5,1.8,1950,April,Contra Costa
664,61.0,-0.5,1950,May,Contra Costa
665,64.3,-2.6,1950,June,Contra Costa
666,71.1,0.4,1950,July,Contra Costa
667,71.7,1.4,1950,August,Contra Costa
668,69.5,1.0,1950,September,Contra Costa
669,63.1,0.7,1950,October,Contra Costa
670,58.1,4.8,1950,November,Contra Costa
671,50.8,4.0,1950,December,Contra Costa
672,46.5,0.6,1951,January,Contra Costa
673,49.0,-1.0,1951,February,Contra Costa
674,52.2,-0.8,1951,March,Contra Costa
675,55.1,-1.6,1951,April,Contra Costa
676,62.1,0.6,1951,May,Contra Costa
677,64.6,-2.3,1951,June,Contra Costa
678,68.3,-2.4,1951,July,Contra Costa
679,69.0,-1.3,1951,August,Contra Costa
680,68.2,-0.3,1951,September,Contra Costa
681,62.2,-0.2,1951,October,Contra Costa
682,53.7,0.4,1951,November,Contra Costa
683,46.2,-0.6,1951,December,Contra Costa
684,44.2,-1.7,1952,January,Contra Costa
685,49.0,-1.0,1952,February,Contra Costa
686,50.0,-3.0,1952,March,Contra Costa
687,57.0,0.3,1952,April,Contra Costa
688,62.9,1.4,1952,May,Contra Costa
689,62.8,-4.1,1952,June,Contra Costa
690,71.6,0.9,1952,July,Contra Costa
691,70.3,0.0,1952,August,Contra Costa
692,70.6,2.1,1952,September,Contra Costa
693,63.8,1.4,1952,October,Contra Costa
694,51.3,-2.0,1952,November,Contra Costa
695,47.3,0.5,1952,December,Contra Costa
696,50.6,4.7,1953,January,Contra Costa
697,50.0,0.0,1953,February,Contra Costa
698,51.8,-1.2,1953,March,Contra Costa
699,55.4,-1.3,1953,April,Contra Costa
700,58.1,-3.4,1953,May,Contra Costa
701,64.2,-2.7,1953,June,Contra Costa
702,72.2,1.5,1953,July,Contra Costa
703,68.2,-2.1,1953,August,Contra Costa
704,70.2,1.7,1953,September,Contra Costa
705,62.0,-0.4,1953,October,Contra Costa
706,54.0,0.7,1953,November,Contra Costa
707,49.0,2.2,1953,December,Contra Costa
708,46.8,0.9,1954,January,Contra Costa
709,49.6,-0.4,1954,February,Contra Costa
710,49.7,-3.3,1954,March,Contra Costa
711,59.2,2.5,1954,April,Contra Costa
712,62.5,1.0,1954,May,Contra Costa
713,66.1,-0.8,1954,June,Contra Costa
714,72.5,1.8,1954,July,Contra Costa
715,66.9,-3.4,1954,August,Contra Costa
716,67.3,-1.2,1954,September,Contra Costa
717,61.7,-0.7,1954,October,Contra Costa
718,52.8,-0.5,1954,November,Contra Costa
719,44.7,-2.1,1954,December,Contra Costa
720,42.3,-3.6,1955,January,Contra Costa
721,47.6,-2.4,1955,February,Contra Costa
722,52.5,-0.5,1955,March,Contra Costa
723,51.9,-4.8,1955,April,Contra Costa
724,61.4,-0.1,1955,May,Contra Costa
725,64.8,-2.1,1955,June,Contra Costa
726,68.0,-2.7,1955,July,Contra Costa
727,70.3,0.0,1955,August,Contra Costa
728,68.8,0.3,1955,September,Contra Costa
729,62.8,0.4,1955,October,Contra Costa
730,52.3,-1.0,1955,November,Contra Costa
731,49.2,2.4,1955,December,Contra Costa
732,47.5,1.6,1956,January,Contra Costa
733,46.5,-3.5,1956,February,Contra Costa
734,52.0,-1.0,1956,March,Contra Costa
735,55.6,-1.1,1956,April,Contra Costa
736,61.2,-0.3,1956,May,Contra Costa
737,67.8,0.9,1956,June,Contra Costa
738,69.4,-1.3,1956,July,Contra Costa
739,68.6,-1.7,1956,August,Contra Costa
740,68.5,0.0,1956,September,Contra Costa
741,60.4,-2.0,1956,October,Contra Costa
742,53.9,0.6,1956,November,Contra Costa
743,46.3,-0.5,1956,December,Contra Costa
744,43.7,-2.2,1957,January,Contra Costa
745,51.3,1.3,1957,February,Contra Costa
746,53.5,0.5,1957,March,Contra Costa
747,57.9,1.2,1957,April,Contra Costa
748,60.4,-1.1,1957,May,Contra Costa
749,70.4,3.5,1957,June,Contra Costa
750,71.7,1.0,1957,July,Contra Costa
751,69.4,-0.9,1957,August,Contra Costa
752,69.6,1.1,1957,September,Contra Costa
753,60.9,-1.5,1957,October,Contra Costa
754,52.0,-1.3,1957,November,Contra Costa
755,46.8,0.0,1957,December,Contra Costa
756,47.2,1.3,1958,January,Contra Costa
757,53.1,3.1,1958,February,Contra Costa
758,49.5,-3.5,1958,March,Contra Costa
759,56.9,0.2,1958,April,Contra Costa
760,63.1,1.6,1958,May,Contra Costa
761,66.8,-0.1,1958,June,Contra Costa
762,70.0,-0.7,1958,July,Contra Costa
763,73.7,3.4,1958,August,Contra Costa
764,72.0,3.5,1958,September,Contra Costa
765,65.2,2.8,1958,October,Contra Costa
766,55.1,1.8,1958,November,Contra Costa
767,51.5,4.7,1958,December,Contra Costa
768,49.2,3.3,1959,January,Contra Costa
769,48.9,-1.1,1959,February,Contra Costa
770,56.5,3.5,1959,March,Contra Costa
771,61.2,4.5,1959,April,Contra Costa
772,61.4,-0.1,1959,May,Contra Costa
773,69.4,2.5,1959,June,Contra Costa
774,73.6,2.9,1959,July,Contra Costa
775,71.5,1.2,1959,August,Contra Costa
776,68.0,-0.5,1959,September,Contra Costa
777,66.0,3.6,1959,October,Contra Costa
778,54.7,1.4,1959,November,Contra Costa
779,48.3,1.5,1959,December,Contra Costa
780,45.9,0.0,1960,January,Contra Costa
781,50.2,0.2,1960,February,Contra Costa
782,55.2,2.2,1960,March,Contra Costa
783,57.1,0.4,1960,April,Contra Costa
784,61.1,-0.4,1960,May,Contra Costa
785,71.1,4.2,1960,June,Contra Costa
786,72.7,2.0,1960,July,Contra Costa
787,70.4,0.1,1960,August,Contra Costa
788,68.7,0.2,1960,September,Contra Costa
789,61.4,-1.0,1960,October,Contra Costa
790,52.1,-1.2,1960,November,Contra Costa
791,46.1,-0.7,1960,December,Contra Costa
792,44.2,-1.7,1961,January,Contra Costa
793,51.7,1.7,1961,February,Contra Costa
794,52.0,-1.0,1961,March,Contra Costa
795,57.6,0.9,1961,April,Contra Costa
796,58.4,-3.1,1961,May,Contra Costa
797,70.2,3.3,1961,June,Contra Costa
798,74.0,3.3,1961,July,Contra Costa
799,72.0,1.7,1961,August,Contra Costa
800,68.1,-0.4,1961,September,Contra Costa
801,62.9,0.5,1961,October,Contra Costa
802,52.0,-1.3,1961,November,Contra Costa
803,45.6,-1.2,1961,December,Contra Costa
804,44.3,-1.6,1962,January,Contra Costa
805,48.0,-2.0,1962,February,Contra Costa
806,50.2,-2.8,1962,March,Contra Costa
807,59.3,2.6,1962,April,Contra Costa
808,59.7,-1.8,1962,May,Contra Costa
809,67.0,0.1,1962,June,Contra Costa
810,69.6,-1.1,1962,July,Contra Costa
811,70.8,0.5,1962,August,Contra Costa
812,67.1,-1.4,1962,September,Contra Costa
813,61.1,-1.3,1962,October,Contra Costa
814,55.2,1.9,1962,November,Contra Costa
815,47.6,0.8,1962,December,Contra Costa
816,42.7,-3.2,1963,January,Contra Costa
817,55.8,5.8,1963,February,Contra Costa
818,51.5,-1.5,1963,March,Contra Costa
819,52.4,-4.3,1963,April,Contra Costa
820,60.2,-1.3,1963,May,Contra Costa
821,65.8,-1.1,1963,June,Contra Costa
822,69.2,-1.5,1963,July,Contra Costa
823,70.6,0.3,1963,August,Contra Costa
824,70.8,2.3,1963,September,Contra Costa
825,62.5,0.1,1963,October,Contra Costa
826,51.8,-1.5,1963,November,Contra Costa
827,43.1,-3.7,1963,December,Contra Costa
828,45.5,-0.4,1964,January,Contra Costa
829,50.2,0.2,1964,February,Contra Costa
830,51.6,-1.4,1964,March,Contra Costa
831,56.0,-0.7,1964,April,Contra Costa
832,58.4,-3.1,1964,May,Contra Costa
833,65.3,-1.6,1964,June,Contra Costa
834,70.8,0.1,1964,July,Contra Costa
835,71.2,0.9,1964,August,Contra Costa
836,67.5,-1.0,1964,September,Contra Costa
837,65.1,2.7,1964,October,Contra Costa
838,50.3,-3.0,1964,November,Contra Costa
839,49.9,3.1,1964,December,Contra Costa
840,46.4,0.5,1965,January,Contra Costa
841,49.8,-0.2,1965,February,Contra Costa
842,52.6,-0.4,1965,March,Contra Costa
843,56.3,-0.4,1965,April,Contra Costa
844,61.0,-0.5,1965,May,Contra Costa
845,62.7,-4.2,1965,June,Contra Costa
846,69.1,-1.6,1965,July,Contra Costa
847,71.9,1.6,1965,August,Contra Costa
848,64.8,-3.7,1965,September,Contra Costa
849,65.1,2.7,1965,October,Contra Costa
850,54.5,1.2,1965,November,Contra Costa
851,42.8,-4.0,1965,December,Contra Costa
852,45.9,0.0,1966,January,Contra Costa
853,47.6,-2.4,1966,February,Contra Costa
854,53.0,0.0,1966,March,Contra Costa
855,61.1,4.4,1966,April,Contra Costa
856,62.4,0.9,1966,May,Contra Costa
857,68.5,1.6,1966,June,Contra Costa
858,68.8,-1.9,1966,July,Contra Costa
859,72.2,1.9,1966,August,Contra Costa
860,69.3,0.8,1966,September,Contra Costa
861,62.9,0.5,1966,October,Contra Costa
862,54.4,1.1,1966,November,Contra Costa
863,47.0,0.2,1966,December,Contra Costa
864,47.1,1.2,1967,January,Contra Costa
865,49.1,-0.9,1967,February,Contra Costa
866,51.2,-1.8,1967,March,Contra Costa
867,48.6,-8.1,1967,April,Contra Costa
868,61.9,0.4,1967,May,Contra Costa
869,64.4,-2.5,1967,June,Contra Costa
870,72.6,1.9,1967,July,Contra Costa
871,73.4,3.1,1967,August,Contra Costa
872,71.4,2.9,1967,September,Contra Costa
873,64.5,2.1,1967,October,Contra Costa
874,56.7,3.4,1967,November,Contra Costa
875,45.5,-1.3,1967,December,Contra Costa
876,44.4,-1.5,1968,January,Contra Costa
877,53.7,3.7,1968,February,Contra Costa
878,54.9,1.9,1968,March,Contra Costa
879,58.4,1.7,1968,April,Contra Costa
880,60.6,-0.9,1968,May,Contra Costa
881,69.1,2.2,1968,June,Contra Costa
882,71.1,0.4,1968,July,Contra Costa
883,69.4,-0.9,1968,August,Contra Costa
884,69.2,0.7,1968,September,Contra Costa
885,61.2,-1.2,1968,October,Contra Costa
886,52.5,-0.8,1968,November,Contra Costa
887,44.6,-2.2,1968,December,Contra Costa
888,44.8,-1.1,1969,January,Contra Costa
889,46.9,-3.1,1969,February,Contra Costa
890,52.2,-0.8,1969,March,Contra Costa
891,55.6,-1.1,1969,April,Contra Costa
892,63.3,1.8,1969,May,Contra Costa
893,64.7,-2.2,1969,June,Contra Costa
894,71.6,0.9,1969,July,Contra Costa
895,73.0,2.7,1969,August,Contra Costa
896,70.6,2.1,1969,September,Contra Costa
897,60.7,-1.7,1969,October,Contra Costa
898,54.4,1.1,1969,November,Contra Costa
899,50.3,3.5,1969,December,Contra Costa
900,50.2,4.3,1970,January,Contra Costa
901,52.6,2.6,1970,February,Contra Costa
902,55.4,2.4,1970,March,Contra Costa
